epoch,train_loss,val_loss,lr
1,0.1446711278805451,0.0038444130983552897,3.2500000000000004e-05
2,0.0015601507649262202,0.0006669923641602508,5.500000000000001e-05
3,0.0006628808344685239,0.0006564942484837957,7.75e-05
4,0.0006630629074788885,0.0006569042439805344,0.0001
5,0.000663798869063612,0.0006563314812374301,7.75e-05
6,0.0006624142578366446,0.0006595414342009463,5.500000000000001e-05
7,0.0006614558169967495,0.0006562253174488432,3.2500000000000004e-05
8,0.0006605773831834085,0.0006570086997817271,1e-05
9,0.000659772529557813,0.0006568573262193241,3.2500000000000004e-05
10,0.0006607442642125534,0.0006564331292756834,5.500000000000001e-05
11,0.0006612796316039748,0.0006604601171566174,7.75e-05
12,0.0006618722543207696,0.0006566704607685097,0.0001
13,0.0006629139229189604,0.0006566190327284857,7.75e-05
14,0.0006616442925442243,0.0006691573311691173,5.500000000000001e-05
15,0.000660597338413936,0.0006584287661826238,3.2500000000000004e-05
16,0.0006598131215869216,0.0006579517217469401,1e-05
17,0.0006590202584775398,0.0006570011787116527,3.2500000000000004e-05
