epoch,train_loss,val_loss,lr
1,0.5228977997601032,0.3903742092847824,3.2500000000000004e-05
2,0.4320094522833824,0.3435874882340431,5.500000000000001e-05
3,0.4107996942102909,0.5602107930183411,7.75e-05
4,0.39124187871813776,0.5869086769223213,0.0001
5,0.3723748265206814,0.3022794559597969,7.75e-05
6,0.35664458855986597,0.3368353170156479,5.500000000000001e-05
7,0.3450087742507458,0.2775803029537201,3.2500000000000004e-05
8,0.33924786433577536,0.18142463847994805,1e-05
9,0.33496940821409227,0.15821659728884696,3.2500000000000004e-05
10,0.3317181606590748,0.2782459147274494,5.500000000000001e-05
